Split Mata Kuliah,NAMA,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Bisnis dan Ekonomi,Teknologi,Seni,Sastra dan Linguistik,Pendidikan,Hukum,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
Geografi Permukiman,GEOGRAFI,0.1,0.2,0.05,0.3,0.2,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.5,0.1,1.0,0.0,0.2,0.0,15
Geografi Pariwisata,GEOGRAFI,0.1,0.2,0.05,0.3,0.2,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.5,0.1,1.0,0.0,0.2,0.0,15
Sistem Komunikasi,TEKNIK TELEKOMUNIKASI,0.4,0.9,0.9,0.0,0.1,0.2,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2
Jaringan Telekomunikasi,TEKNIK TELEKOMUNIKASI,0.4,0.9,0.9,0.0,0.1,0.2,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2
Antena dan Propagasi Gelombang,TEKNIK TELEKOMUNIKASI,0.4,0.9,0.9,0.0,0.1,0.2,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2
Perangkat Komunikasi Optik,TEKNIK TELEKOMUNIKASI,0.4,0.9,0.9,0.0,0.1,0.2,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2
Parasitologi,PENDIDIKAN DOKTER HEWAN,0.4,0.9,0.1,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.9,0.0,0.4,0.0,0.0,5
Fisika,PENDIDIKAN IPA,0.9,1.0,0.8,0.0,0.8,0.6,0.0,0.4,0.0,0.0,0.8,0.0,0.6,0.0,0.6,0.1,0.0,0.0,2
Kimia,PENDIDIKAN IPA,0.9,1.0,0.8,0.0,0.8,0.6,0.0,0.4,0.0,0.0,0.8,0.0,0.6,0.0,0.6,0.1,0.0,0.0,2
Biologi,PENDIDIKAN IPA,0.9,1.0,0.8,0.0,0.8,0.6,0.0,0.4,0.0,0.0,0.8,0.0,0.6,0.0,0.6,0.1,0.0,0.0,2
Pariwisata dan Perhotelan,USAHA PERJALANAN WISATA,0.1,0.0,0.0,0.3,0.0,0.0,0.5,0.2,0.1,0.2,0.0,0.0,0.5,0.0,0.5,0.3,0.4,0.0,7
Manajemen Perjalanan Wisata,USAHA PERJALANAN WISATA,0.1,0.0,0.0,0.3,0.0,0.0,0.5,0.2,0.1,0.2,0.0,0.0,0.5,0.0,0.5,0.3,0.4,0.0,7
Budaya dan Pariwisata,USAHA PERJALANAN WISATA,0.1,0.0,0.0,0.3,0.0,0.0,0.5,0.2,0.1,0.2,0.0,0.0,0.5,0.0,0.5,0.3,0.4,0.0,7
Ekowisata,USAHA PERJALANAN WISATA,0.1,0.0,0.0,0.3,0.0,0.0,0.5,0.2,0.1,0.2,0.0,0.0,0.5,0.0,0.5,0.3,0.4,0.0,7
Ekonomi Makro,EKONOMI MANAJEMEN,0.4,0.0,0.0,0.3,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,7
Human Resource Management,EKONOMI MANAJEMEN,0.4,0.0,0.0,0.3,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,7
Pancasila,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.5,0.2,0.7,0.9,11
Kewarganegaraan,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.5,0.2,0.7,0.9,11
Sejarah Perjuangan Bangsa,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.5,0.2,0.7,0.9,11
Material Science and Engineering,FAKULTAS TEKNIK MESIN DAN DIRGANTARA (FTMD),0.7,1.0,0.8,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2
Thermodynamics,FAKULTAS TEKNIK MESIN DAN DIRGANTARA (FTMD),0.7,1.0,0.8,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2
Fluid Mechanics,FAKULTAS TEKNIK MESIN DAN DIRGANTARA (FTMD),0.7,1.0,0.8,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2
Aerospace Structures,FAKULTAS TEKNIK MESIN DAN DIRGANTARA (FTMD),0.7,1.0,0.8,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2
Machine Design,FAKULTAS TEKNIK MESIN DAN DIRGANTARA (FTMD),0.7,1.0,0.8,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2
Administrasi Bisnis,ADMINISTRASI BISNIS TERAPAN,0.4,0.0,0.0,0.2,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.2,0.4,7
Guru dan Perkembangan Anak,PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Sekolah dan Masyarakat,PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Dasar-dasar Pendidikan,PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Kampus dan Teknologi Pendidikan,PEND. GURU SEK. DASAR (KAMPUS MAKASSAR),0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Imunologi,TEKNIK BIOMEDIS,0.7,1.0,0.2,0.0,0.9,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,2
Pengantar Desain Grafis,DESAIN GRAFIS,0.2,0.0,0.0,0.2,0.1,0.0,0.1,0.6,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,9
Fotografi Digital,DESAIN GRAFIS,0.2,0.0,0.0,0.2,0.1,0.0,0.1,0.6,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,9
Geografi,PENDIDIKAN ILMU PENGETAHUAN ALAM,0.9,1.0,0.8,0.0,0.8,0.6,0.0,0.4,0.0,0.0,0.8,0.0,0.6,0.0,0.6,0.1,0.0,0.0,2
Teknik Pemeliharaan Mesin,PENDIDIKAN TEKNIK MESIN,0.7,0.8,0.4,0.0,0.0,0.3,0.0,0.3,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Gambar Teknik,PENDIDIKAN TEKNIK MESIN,0.7,0.8,0.4,0.0,0.0,0.3,0.0,0.3,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Konversi Energi,PENDIDIKAN TEKNIK MESIN,0.7,0.8,0.4,0.0,0.0,0.3,0.0,0.3,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Pendidikan Pancasila dan Kewarganegaraan,PEND. GURU SEKOLAH DASAR (PGSD),0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Pendidikan IPA (Ilmu Pengetahuan Alam),PEND. GURU SEKOLAH DASAR (PGSD),0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Pemrosesan Hasil Perikanan,TEKNOLOGI HASIL PERIKANAN,0.1,0.3,0.1,0.0,0.4,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,13
Teknik Penangkapan Ikan,TEKNOLOGI HASIL PERIKANAN,0.1,0.3,0.1,0.0,0.4,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,13
Budidaya Perairan,TEKNOLOGI HASIL PERIKANAN,0.1,0.3,0.1,0.0,0.4,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,13
Pengolahan Limbah Perikanan,TEKNOLOGI HASIL PERIKANAN,0.1,0.3,0.1,0.0,0.4,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,13
Ekonomi Kelautan,TEKNOLOGI HASIL PERIKANAN,0.1,0.3,0.1,0.0,0.4,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,13
Komunikasi Digital,KOMUNIKASI DIGITAL DAN MEDIA,0.1,0.0,0.0,0.2,0.0,0.0,0.4,0.8,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.1,8
Web Development,KOMUNIKASI DIGITAL DAN MEDIA,0.1,0.0,0.0,0.2,0.0,0.0,0.4,0.8,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.1,8
Social Media Marketing,KOMUNIKASI DIGITAL DAN MEDIA,0.1,0.0,0.0,0.2,0.0,0.0,0.4,0.8,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.1,8
Teknologi Budidaya Udang,AKUAKULTUR,0.2,0.3,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.3,0.0,0.0,0.0,5
Teknologi Pengolahan Air,AKUAKULTUR,0.2,0.3,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.3,0.0,0.0,0.0,5
Akuakultur Perikanan,AKUAKULTUR,0.2,0.3,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.3,0.0,0.0,0.0,5
Manajemen Sumber Daya Perairan,AKUAKULTUR,0.2,0.3,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.3,0.0,0.0,0.0,5
Database Management System,SISTEM DAN TEKNOLOGI INFORMASI,0.7,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Analisis Sistem Informasi,SISTEM DAN TEKNOLOGI INFORMASI,0.7,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Manajemen Proyek TI,SISTEM DAN TEKNOLOGI INFORMASI,0.7,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Pengembangan Aplikasi Berbasis Web,SISTEM DAN TEKNOLOGI INFORMASI,0.7,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Komunikasi Administrasi Negara,ILMU ADMINISTRASI NEGARA (NK),0.1,0.0,0.0,0.3,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.8,0.3,0.0,0.5,0.2,0.0,0.8,12
Etika Administrasi Negara,ILMU ADMINISTRASI NEGARA (NK),0.1,0.0,0.0,0.3,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.8,0.3,0.0,0.5,0.2,0.0,0.8,12
Sistem Informasi Administrasi Negara,ILMU ADMINISTRASI NEGARA (NK),0.1,0.0,0.0,0.3,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.8,0.3,0.0,0.5,0.2,0.0,0.8,12
Analisis Kebijakan Publik,"SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK)",0.2,0.3,0.1,0.3,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.5,0.1,0.6,0.0,0.0,0.0,15
Teori Perencanaan Pembangunan,"SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK)",0.2,0.3,0.1,0.3,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.5,0.1,0.6,0.0,0.0,0.0,15
Desain Arsitektur Lansekap,"SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK)",0.2,0.3,0.1,0.3,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.5,0.1,0.6,0.0,0.0,0.0,15
Kajian Lingkungan,"SEKOLAH ARSITEKTUR, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN (SAPPK)",0.2,0.3,0.1,0.3,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.5,0.1,0.6,0.0,0.0,0.0,15
Sastra Daerah,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.4,1.0,0.8,0.0,0.1,0.0,0.0,0.3,0.2,0.0,10
Bahasa Daerah,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.4,1.0,0.8,0.0,0.1,0.0,0.0,0.3,0.2,0.0,10
Pengantar Ilmu Pendidikan,PPKN,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.5,0.2,0.7,0.9,11
Pendidikan Pancasila,PPKN,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.5,0.2,0.7,0.9,11
Hukum dan Hak Asasi Manusia,PPKN,0.1,0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.9,0.0,0.0,0.5,0.2,0.7,0.9,11
Sosiologi,PENDIDIKAN IPS,0.3,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.5,0.4,0.7,0.7,11
Politik,PENDIDIKAN IPS,0.3,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.5,0.4,0.7,0.7,11
Rekayasa Genetika,BIOTEKNOLOGI,0.2,0.7,0.2,0.0,0.9,0.5,0.1,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,5
Manajemen Kesehatan,ADMINISTRASI KESEHATAN,0.1,0.2,0.0,0.2,0.1,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,14
Sistem Informasi Kesehatan,ADMINISTRASI KESEHATAN,0.1,0.2,0.0,0.2,0.1,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,14
Biostatistika,ADMINISTRASI KESEHATAN,0.1,0.2,0.0,0.2,0.1,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,14
Kebijakan Kesehatan,ADMINISTRASI KESEHATAN,0.1,0.2,0.0,0.2,0.1,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,14
Manajemen Penyakit,ADMINISTRASI KESEHATAN,0.1,0.2,0.0,0.2,0.1,0.1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.0,14
Kecerdasan Buatan,PENDIDIKAN LUAR BIASA,0.1,0.2,0.1,0.3,0.3,0.1,0.0,0.7,0.0,0.1,0.8,0.0,0.0,0.2,0.0,0.5,0.0,0.0,11
Pengenalan Penyandang Disabilitas,PENDIDIKAN LUAR BIASA,0.1,0.2,0.1,0.3,0.3,0.1,0.0,0.7,0.0,0.1,0.8,0.0,0.0,0.2,0.0,0.5,0.0,0.0,11
Strategi Pembelajaran Diferensial,PENDIDIKAN LUAR BIASA,0.1,0.2,0.1,0.3,0.3,0.1,0.0,0.7,0.0,0.1,0.8,0.0,0.0,0.2,0.0,0.5,0.0,0.0,11
Evaluasi Pendidikan Khusus,PENDIDIKAN LUAR BIASA,0.1,0.2,0.1,0.3,0.3,0.1,0.0,0.7,0.0,0.1,0.8,0.0,0.0,0.2,0.0,0.5,0.0,0.0,11
Teknik Digital,SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA - REKAYASA (STEI-R),0.9,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
Metodologi Pembelajaran,PENDIDIKAN GURU PAUD,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.7,0.4,0.8,0.0,0.0,0.2,0.0,0.4,0.0,0.0,11
Pendidikan Matematika Anak Usia Dini,PENDIDIKAN GURU PAUD,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.7,0.4,0.8,0.0,0.0,0.2,0.0,0.4,0.0,0.0,11
Bahasa Inggris Anak Usia Dini,PENDIDIKAN GURU PAUD,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.3,0.7,0.4,0.8,0.0,0.0,0.2,0.0,0.4,0.0,0.0,11
Desain Interior Digital,DESAIN INTERIOR,0.5,0.3,0.2,0.2,0.0,0.0,0.3,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9
Konstruksi dan Mekanisme Bangunan,DESAIN INTERIOR,0.5,0.3,0.2,0.2,0.0,0.0,0.3,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9
Material dan Teknologi Bangunan,DESAIN INTERIOR,0.5,0.3,0.2,0.2,0.0,0.0,0.3,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9
Desain Furniture,DESAIN INTERIOR,0.5,0.3,0.2,0.2,0.0,0.0,0.3,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9
Komunikasi Visual,DESAIN INTERIOR,0.5,0.3,0.2,0.2,0.0,0.0,0.3,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9
Psikologi perkembangan,PENDIDIKAN BIMBINGAN DAN KONSELING,0.1,0.4,0.0,0.7,0.2,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.8,0.0,0.0,11
Konseling individual,PENDIDIKAN BIMBINGAN DAN KONSELING,0.1,0.4,0.0,0.7,0.2,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.8,0.0,0.0,11
Komunikasi interpersonal,PENDIDIKAN BIMBINGAN DAN KONSELING,0.1,0.4,0.0,0.7,0.2,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.8,0.0,0.0,11
Asesmen dan evaluasi,PENDIDIKAN BIMBINGAN DAN KONSELING,0.1,0.4,0.0,0.7,0.2,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.8,0.0,0.0,11
Etika dan kode etik,PENDIDIKAN BIMBINGAN DAN KONSELING,0.1,0.4,0.0,0.7,0.2,0.1,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.8,0.0,0.0,11
Pengelolaan Tanah,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,0.1,0.3,0.1,0.0,0.3,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.1,13
Ilmu Hama dan Penyakit Tanaman,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,0.1,0.3,0.1,0.0,0.3,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.1,13
Agroklimatologi,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,0.1,0.3,0.1,0.0,0.3,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.1,13
Agroekologi,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,0.1,0.3,0.1,0.0,0.3,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.1,13
Pemuliaan Tanaman,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,0.1,0.3,0.1,0.0,0.3,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.6,0.0,0.2,0.0,0.0,0.1,13
Biologi Lingkungan,ILMU LINGKUNGAN,0.4,0.5,0.4,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.4,0.8,0.0,0.6,0.2,0.0,0.4,13
Fisika Lingkungan,ILMU LINGKUNGAN,0.4,0.5,0.4,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.4,0.8,0.0,0.6,0.2,0.0,0.4,13
Pendidikan Biologi,PGSD KAMPUS BUMI SILIWANGI,0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Pendidikan Fisika,PGSD KAMPUS BUMI SILIWANGI,0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Pendidikan Kimia,PGSD KAMPUS BUMI SILIWANGI,0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Pendidikan Teknik Informatika,PGSD KAMPUS BUMI SILIWANGI,0.2,0.2,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.9,0.1,0.2,0.1,0.2,0.4,0.4,0.1,11
Etika Komunikasi,MANAJEMEN KOMUNIKASI,0.1,0.2,0.0,0.3,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.2,16
Hukum Komunikasi,MANAJEMEN KOMUNIKASI,0.1,0.2,0.0,0.3,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.2,16
Jurnalisme Televisi,JURNALISTIK,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.3,0.2,0.2,0.0,0.3,0.2,0.0,0.0,0.8,0.7,0.3,16
Jurnalisme Online,JURNALISTIK,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.3,0.2,0.2,0.0,0.3,0.2,0.0,0.0,0.8,0.7,0.3,16
Jurnalisme Investigasi,JURNALISTIK,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.3,0.2,0.2,0.0,0.3,0.2,0.0,0.0,0.8,0.7,0.3,16
Jurnalisme Video,JURNALISTIK,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.3,0.2,0.2,0.0,0.3,0.2,0.0,0.0,0.8,0.7,0.3,16
Jurnalisme Multimedia,JURNALISTIK,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.3,0.2,0.2,0.0,0.3,0.2,0.0,0.0,0.8,0.7,0.3,16
Sejarah Korea,BAHASA DAN KEBUDAYAAN KOREA,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.1,0.6,1.0,0.6,0.7,0.0,0.0,0.0,0.5,0.6,0.7,10
Bahasa Korea,BAHASA DAN KEBUDAYAAN KOREA,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.1,0.6,1.0,0.6,0.7,0.0,0.0,0.0,0.5,0.6,0.7,10
Kajian Budaya Korea,BAHASA DAN KEBUDAYAAN KOREA,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.1,0.6,1.0,0.6,0.7,0.0,0.0,0.0,0.5,0.6,0.7,10
Sastra Korea,BAHASA DAN KEBUDAYAAN KOREA,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.1,0.6,1.0,0.6,0.7,0.0,0.0,0.0,0.5,0.6,0.7,10
Seni Tradisional Korea,BAHASA DAN KEBUDAYAAN KOREA,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.1,0.6,1.0,0.6,0.7,0.0,0.0,0.0,0.5,0.6,0.7,10
Geologi Teknik,TEKNIK PERTAMBANGAN (NK),0.6,0.3,0.8,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.2,0.2,0.1,0.7,0.0,0.0,0.2,3
Teknik Penambangan Bawah Tanah,TEKNIK PERTAMBANGAN (NK),0.6,0.3,0.8,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.2,0.2,0.1,0.7,0.0,0.0,0.2,3
Rekayasa Geoteknik,TEKNIK PERTAMBANGAN (NK),0.6,0.3,0.8,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.2,0.2,0.1,0.7,0.0,0.0,0.2,3
Teknik Penambangan Terbuka,TEKNIK PERTAMBANGAN (NK),0.6,0.3,0.8,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.2,0.2,0.1,0.7,0.0,0.0,0.2,3
Manajemen Pertambangan,TEKNIK PERTAMBANGAN (NK),0.6,0.3,0.8,0.0,0.1,0.3,0.1,0.3,0.0,0.0,0.0,0.2,0.2,0.1,0.7,0.0,0.0,0.2,3
Psikologi perkembangan keluarga,PENDIDIKAN KESEJAHTERAAN KELUARGA,0.1,0.2,0.0,0.5,0.1,0.1,0.1,0.1,0.0,0.2,0.3,0.6,0.3,0.4,0.0,0.8,0.2,0.6,16
Manajemen rumah tangga,PENDIDIKAN KESEJAHTERAAN KELUARGA,0.1,0.2,0.0,0.5,0.1,0.1,0.1,0.1,0.0,0.2,0.3,0.6,0.3,0.4,0.0,0.8,0.2,0.6,16
Pemahaman tentang anak,PENDIDIKAN KESEJAHTERAAN KELUARGA,0.1,0.2,0.0,0.5,0.1,0.1,0.1,0.1,0.0,0.2,0.3,0.6,0.3,0.4,0.0,0.8,0.2,0.6,16
Kesehatan keluarga,PENDIDIKAN KESEJAHTERAAN KELUARGA,0.1,0.2,0.0,0.5,0.1,0.1,0.1,0.1,0.0,0.2,0.3,0.6,0.3,0.4,0.0,0.8,0.2,0.6,16
Pendidikan seksualitas,PENDIDIKAN KESEJAHTERAAN KELUARGA,0.1,0.2,0.0,0.5,0.1,0.1,0.1,0.1,0.0,0.2,0.3,0.6,0.3,0.4,0.0,0.8,0.2,0.6,16
Penciptaan Busana,TATA BUSANA,0.2,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,9
Pola Dasar Busana,TATA BUSANA,0.2,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,9
Teknik Jahit Busana,TATA BUSANA,0.2,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,9
Seni Rupa Busana,TATA BUSANA,0.2,0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,9
