KODE,NAMA,JENJANG,DAYA TAMPUNG 2024,PEMINAT 2023,JENIS PORTOFOLIO,PERGURUAN TINGGI
122041,PENDIDIKAN ANTROPOLOGI,Sarjana,100,268,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122042,PENDIDIKAN ANAK USIA DINI,Sarjana,122,449,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122043,PENDIDIKAN BIMBINGAN DAN KONSELING,Sarjana,122,880,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122044,PENDIDIKAN AKUNTANSI,Sarjana,55,222,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122046,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,55,389,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122047,PENDIDIKAN BISNIS,Sarjana,55,212,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122048,PENDIDIKAN TARI,Sarjana,95,102,Tari,UNIVERSITAS NEGERI MEDAN
122049,PENDIDIKAN MUSIK,Sarjana,95,182,Musik,UNIVERSITAS NEGERI MEDAN
122050,PENDIDIKAN TATA BUSANA,Sarjana,68,533,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122051,SENI PERTUNJUKAN,Sarjana,43,19,Sendratasik,UNIVERSITAS NEGERI MEDAN
122052,ILMU EKONOMI,Sarjana,55,398,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122053,BISNIS DIGITAL,Sarjana,55,532,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122054,KEWIRAUSAHAAN,Sarjana,55,337,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122057,ARSITEKTUR,Sarjana,58,247,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122058,STATISTIKA,Sarjana,58,222,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122056,MANAJEMEN KONSTRUKSI,Sarjana Terapan,79,77,Tidak Ada,UNIVERSITAS NEGERI MEDAN
122055,TEKNIK MESIN,Diploma Tiga,58,158,Tidak Ada,UNIVERSITAS NEGERI MEDAN
131001,FISIKA,Sarjana,48,82,Tidak Ada,UNIVERSITAS RIAU
131002,KIMIA,Sarjana,48,141,Tidak Ada,UNIVERSITAS RIAU
131003,MATEMATIKA,Sarjana,36,122,Tidak Ada,UNIVERSITAS RIAU
131004,BIOLOGI,Sarjana,48,174,Tidak Ada,UNIVERSITAS RIAU
131005,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,40,202,Tidak Ada,UNIVERSITAS RIAU
131006,BUDIDAYA PERAIRAN,Sarjana,56,127,Tidak Ada,UNIVERSITAS RIAU
131007,ILMU KELAUTAN,Sarjana,40,192,Tidak Ada,UNIVERSITAS RIAU
131008,TEKNOLOGI HASIL PERIKANAN,Sarjana,48,125,Tidak Ada,UNIVERSITAS RIAU
131009,PEMANFAATAN SUMBER DAYA PERIKANAN,Sarjana,28,88,Tidak Ada,UNIVERSITAS RIAU
131010,SOSIAL EKONOMI PERIKANAN,Sarjana,32,109,Tidak Ada,UNIVERSITAS RIAU
131011,AGROTEKNOLOGI,Sarjana,80,727,Tidak Ada,UNIVERSITAS RIAU
131012,AGRIBISNIS,Sarjana,48,587,Tidak Ada,UNIVERSITAS RIAU
131013,TEKNOLOGI HASIL PERTANIAN,Sarjana,32,240,Tidak Ada,UNIVERSITAS RIAU
131014,KEHUTANAN,Sarjana,48,514,Tidak Ada,UNIVERSITAS RIAU
131015,TEKNIK SIPIL,Sarjana,48,766,Tidak Ada,UNIVERSITAS RIAU
131016,TEKNIK KIMIA,Sarjana,32,405,Tidak Ada,UNIVERSITAS RIAU
131017,TEKNIK MESIN,Sarjana,32,505,Tidak Ada,UNIVERSITAS RIAU
131018,TEKNIK ELEKTRO,Sarjana,40,434,Tidak Ada,UNIVERSITAS RIAU
131019,PENDIDIKAN DOKTER,Sarjana,56,1935,Tidak Ada,UNIVERSITAS RIAU
131020,KEPERAWATAN,Sarjana,112,1446,Tidak Ada,UNIVERSITAS RIAU
131021,PENDIDIKAN MATEMATIKA,Sarjana,48,316,Tidak Ada,UNIVERSITAS RIAU
131022,PENDIDIKAN BIOLOGI,Sarjana,32,318,Tidak Ada,UNIVERSITAS RIAU
131023,PENDIDIKAN FISIKA,Sarjana,32,88,Tidak Ada,UNIVERSITAS RIAU
131024,PENDIDIKAN KIMIA,Sarjana,32,79,Tidak Ada,UNIVERSITAS RIAU
131025,TEKNIK LINGKUNGAN,Sarjana,32,565,Tidak Ada,UNIVERSITAS RIAU
131026,ARSITEKTUR,Sarjana,32,374,Tidak Ada,UNIVERSITAS RIAU
131027,SISTEM INFORMASI,Sarjana,48,904,Tidak Ada,UNIVERSITAS RIAU
131028,TEKNIK INFORMATIKA,Sarjana,32,1717,Tidak Ada,UNIVERSITAS RIAU
131029,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,32,355,Tidak Ada,UNIVERSITAS RIAU
131030,STATISTIKA,Sarjana,36,229,Tidak Ada,UNIVERSITAS RIAU
131031,ILMU HUBUNGAN INTERNASIONAL,Sarjana,64,750,Tidak Ada,UNIVERSITAS RIAU
131032,ILMU PEMERINTAHAN,Sarjana,72,694,Tidak Ada,UNIVERSITAS RIAU
131033,ADMINISTRASI NEGARA,Sarjana,48,912,Tidak Ada,UNIVERSITAS RIAU
131034,ILMU ADMINISTRASI NIAGA,Sarjana,56,666,Tidak Ada,UNIVERSITAS RIAU
131035,SOSIOLOGI,Sarjana,64,389,Tidak Ada,UNIVERSITAS RIAU
131036,ILMU KOMUNIKASI,Sarjana,72,1488,Tidak Ada,UNIVERSITAS RIAU
131038,EKONOMI PEMBANGUNAN,Sarjana,64,442,Tidak Ada,UNIVERSITAS RIAU
131039,MANAJEMEN,Sarjana,132,2018,Tidak Ada,UNIVERSITAS RIAU
131040,AKUNTANSI,Sarjana,124,1312,Tidak Ada,UNIVERSITAS RIAU
131041,ILMU HUKUM,Sarjana,120,1454,Tidak Ada,UNIVERSITAS RIAU
131042,PENDIDIKAN EKONOMI,Sarjana,48,233,Tidak Ada,UNIVERSITAS RIAU
131043,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Sarjana,32,299,Tidak Ada,UNIVERSITAS RIAU
131044,PENDIDIKAN SEJARAH,Sarjana,32,250,Tidak Ada,UNIVERSITAS RIAU
131045,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,48,502,Tidak Ada,UNIVERSITAS RIAU
131046,PENDIDIKAN BAHASA INGGRIS,Sarjana,48,529,Tidak Ada,UNIVERSITAS RIAU
131047,PENDIDIKAN BAHASA JEPANG,Sarjana,32,110,Tidak Ada,UNIVERSITAS RIAU
131048,PENDIDIKAN LUAR SEKOLAH,Sarjana,32,68,Tidak Ada,UNIVERSITAS RIAU
131049,BIMBINGAN KONSELING,Sarjana,32,611,Tidak Ada,UNIVERSITAS RIAU
131050,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,32,138,Pendidikan Jasmani dan Olahraga,UNIVERSITAS RIAU
131051,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,32,94,Pendidikan Jasmani dan Olahraga,UNIVERSITAS RIAU
131052,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,48,1392,Tidak Ada,UNIVERSITAS RIAU
131053,PENDIDIKAN ANAK USIA DINI,Sarjana,32,191,Tidak Ada,UNIVERSITAS RIAU
131062,KEDOKTERAN HEWAN,Sarjana,16,337,Tidak Ada,UNIVERSITAS RIAU
131037,PARIWISATA,Sarjana Terapan,40,244,Tidak Ada,UNIVERSITAS RIAU
131054,PERPAJAKAN,Diploma Tiga,48,231,Tidak Ada,UNIVERSITAS RIAU
131055,TEKNIK KIMIA,Diploma Tiga,36,51,Tidak Ada,UNIVERSITAS RIAU
131056,AKUNTANSI,Diploma Tiga,48,67,Tidak Ada,UNIVERSITAS RIAU
131057,TEKNIK ELEKTRO,Diploma Tiga,24,38,Tidak Ada,UNIVERSITAS RIAU
131058,TEKNIK MESIN,Diploma Tiga,24,63,Tidak Ada,UNIVERSITAS RIAU
131059,TEKNOLOGI PULP DAN KERTAS,Diploma Tiga,24,178,Tidak Ada,UNIVERSITAS RIAU
131060,TEKNIK SIPIL,Diploma Tiga,36,76,Tidak Ada,UNIVERSITAS RIAU
131061,MANAJEMEN INFORMATIKA,Diploma Tiga,32,76,Tidak Ada,UNIVERSITAS RIAU
133001,TEKNIK ELEKTRO,Sarjana,80,71,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133002,TEKNIK INFORMATIKA,Sarjana,66,197,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133003,ILMU KELAUTAN,Sarjana,36,43,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133004,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,40,25,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133005,PENDIDIKAN MATEMATIKA,Sarjana,54,38,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133006,PENDIDIKAN BIOLOGI,Sarjana,54,39,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133007,PENDIDIKAN KIMIA,Sarjana,36,14,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133008,BUDIDAYA PERAIRAN,Sarjana,32,12,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133009,TEKNOLOGI HASIL PERIKANAN,Sarjana,32,25,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133010,SOSIAL EKONOMI PERIKANAN,Sarjana,32,20,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133011,TEKNIK PERKAPALAN,Sarjana,80,79,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133012,PENDIDIKAN BAHASA INDONESIA,Sarjana,72,76,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133013,AKUNTANSI,Sarjana,100,167,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133014,ADMINISTRASI NEGARA,Sarjana,72,146,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133015,ILMU PEMERINTAHAN,Sarjana,54,126,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133016,SOSIOLOGI,Sarjana,54,44,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133017,PENDIDIKAN BAHASA INGGRIS,Sarjana,72,64,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133018,MANAJEMEN,Sarjana,100,239,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133019,ILMU HUKUM,Sarjana,108,162,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
133020,ILMU HUBUNGAN INTERNASIONAL,Sarjana,36,90,Tidak Ada,UNIVERSITAS MARITIM RAJA ALI HAJI
141001,AGRIBISNIS,Sarjana,80,614,Tidak Ada,UNIVERSITAS ANDALAS
141002,AGROTEKNOLOGI,Sarjana,90,449,Tidak Ada,UNIVERSITAS ANDALAS
141003,KEDOKTERAN,Sarjana,88,2699,Tidak Ada,UNIVERSITAS ANDALAS
141004,KEPERAWATAN,Sarjana,63,1104,Tidak Ada,UNIVERSITAS ANDALAS
141005,KESEHATAN MASYARAKAT,Sarjana,70,1206,Tidak Ada,UNIVERSITAS ANDALAS
141006,KEDOKTERAN GIGI,Sarjana,35,920,Tidak Ada,UNIVERSITAS ANDALAS
141007,KIMIA,Sarjana,50,161,Tidak Ada,UNIVERSITAS ANDALAS
141008,BIOLOGI,Sarjana,50,177,Tidak Ada,UNIVERSITAS ANDALAS
141009,MATEMATIKA,Sarjana,50,156,Tidak Ada,UNIVERSITAS ANDALAS
141010,FISIKA,Sarjana,50,90,Tidak Ada,UNIVERSITAS ANDALAS
141011,TEKNIK KOMPUTER,Sarjana,40,640,Tidak Ada,UNIVERSITAS ANDALAS
141012,PETERNAKAN,Sarjana,160,568,Tidak Ada,UNIVERSITAS ANDALAS
141013,TEKNIK MESIN,Sarjana,60,601,Tidak Ada,UNIVERSITAS ANDALAS
141014,TEKNIK SIPIL,Sarjana,70,958,Tidak Ada,UNIVERSITAS ANDALAS
141015,TEKNIK INDUSTRI,Sarjana,52,1057,Tidak Ada,UNIVERSITAS ANDALAS
141016,TEKNIK LINGKUNGAN,Sarjana,50,587,Tidak Ada,UNIVERSITAS ANDALAS
141017,TEKNIK ELEKTRO,Sarjana,70,566,Tidak Ada,UNIVERSITAS ANDALAS
141018,FARMASI,Sarjana,70,2159,Tidak Ada,UNIVERSITAS ANDALAS
141019,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,49,249,Tidak Ada,UNIVERSITAS ANDALAS
141020,TEKNOLOGI HASIL PERTANIAN,Sarjana,49,249,Tidak Ada,UNIVERSITAS ANDALAS
141021,SISTEM INFORMASI,Sarjana,40,963,Tidak Ada,UNIVERSITAS ANDALAS
141022,PSIKOLOGI,Sarjana,53,1229,Tidak Ada,UNIVERSITAS ANDALAS
141023,ILMU TANAH,Sarjana,55,219,Tidak Ada,UNIVERSITAS ANDALAS
141024,AGROEKOTEKNOLOGI,Sarjana,53,182,Tidak Ada,UNIVERSITAS ANDALAS
141026,KEBIDANAN,Sarjana,35,550,Tidak Ada,UNIVERSITAS ANDALAS
141027,GIZI,Sarjana,42,1038,Tidak Ada,UNIVERSITAS ANDALAS
141028,PROTEKSI TANAMAN,Sarjana,75,125,Tidak Ada,UNIVERSITAS ANDALAS
141029,PENYULUHAN PERTANIAN,Sarjana,22,141,Tidak Ada,UNIVERSITAS ANDALAS
141030,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,35,203,Tidak Ada,UNIVERSITAS ANDALAS
141031,TEKNIK BIOMEDIS,Sarjana,18,408,Tidak Ada,UNIVERSITAS ANDALAS
141032,ILMU EKONOMI,Sarjana,65,538,Tidak Ada,UNIVERSITAS ANDALAS
141033,ILMU HUKUM,Sarjana,210,2073,Tidak Ada,UNIVERSITAS ANDALAS
141034,ILMU SEJARAH,Sarjana,48,121,Tidak Ada,UNIVERSITAS ANDALAS
141035,SOSIOLOGI,Sarjana,45,250,Tidak Ada,UNIVERSITAS ANDALAS
141036,ANTROPOLOGI SOSIAL,Sarjana,40,256,Tidak Ada,UNIVERSITAS ANDALAS
141037,MANAJEMEN,Sarjana,90,1640,Tidak Ada,UNIVERSITAS ANDALAS
141038,AKUNTANSI,Sarjana,90,1240,Tidak Ada,UNIVERSITAS ANDALAS
141039,ILMU POLITIK,Sarjana,35,309,Tidak Ada,UNIVERSITAS ANDALAS
141040,ADMINISTRASI PUBLIK,Sarjana,35,667,Tidak Ada,UNIVERSITAS ANDALAS
141041,SASTRA INDONESIA,Sarjana,48,169,Tidak Ada,UNIVERSITAS ANDALAS
141042,SASTRA INGGRIS,Sarjana,60,355,Tidak Ada,UNIVERSITAS ANDALAS
141043,SASTRA MINANGKABAU,Sarjana,38,49,Tidak Ada,UNIVERSITAS ANDALAS
141044,SASTRA JEPANG,Sarjana,44,204,Tidak Ada,UNIVERSITAS ANDALAS
141045,ILMU HUBUNGAN INTERNASIONAL,Sarjana,40,532,Tidak Ada,UNIVERSITAS ANDALAS
141046,ILMU KOMUNIKASI,Sarjana,53,1162,Tidak Ada,UNIVERSITAS ANDALAS
141053,TEKNIK INFORMATIKA,Sarjana,20,778,Tidak Ada,UNIVERSITAS ANDALAS
141049,AKUNTANSI,Diploma Tiga,35,104,Tidak Ada,UNIVERSITAS ANDALAS
141050,ADMINISTRASI PERKANTORAN,Diploma Tiga,25,166,Tidak Ada,UNIVERSITAS ANDALAS
141051,PERBANKAN DAN KEUANGAN,Diploma Tiga,45,147,Tidak Ada,UNIVERSITAS ANDALAS
141052,MANAJEMEN PEMASARAN,Diploma Tiga,25,85,Tidak Ada,UNIVERSITAS ANDALAS
142001,PENDIDIKAN MATEMATIKA,Sarjana,64,349,Tidak Ada,UNIVERSITAS NEGERI PADANG
142002,MATEMATIKA,Sarjana,44,118,Tidak Ada,UNIVERSITAS NEGERI PADANG
142003,PENDIDIKAN BIOLOGI,Sarjana,60,215,Tidak Ada,UNIVERSITAS NEGERI PADANG
142004,BIOLOGI,Sarjana,52,156,Tidak Ada,UNIVERSITAS NEGERI PADANG
142005,PENDIDIKAN FISIKA,Sarjana,70,81,Tidak Ada,UNIVERSITAS NEGERI PADANG
142006,FISIKA,Sarjana,56,94,Tidak Ada,UNIVERSITAS NEGERI PADANG
142007,PENDIDIKAN KIMIA,Sarjana,60,91,Tidak Ada,UNIVERSITAS NEGERI PADANG
142008,KIMIA,Sarjana,60,127,Tidak Ada,UNIVERSITAS NEGERI PADANG
142009,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,26,65,Tidak Ada,UNIVERSITAS NEGERI PADANG
142010,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,44,58,Tidak Ada,UNIVERSITAS NEGERI PADANG
142011,PENDIDIKAN TEKNIK ELEKTRONIKA,Sarjana,32,58,Tidak Ada,UNIVERSITAS NEGERI PADANG
142012,PENDIDIKAN TEKNIK MESIN,Sarjana,39,90,Tidak Ada,UNIVERSITAS NEGERI PADANG
142013,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,52,122,Tidak Ada,UNIVERSITAS NEGERI PADANG
142014,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,40,477,Tidak Ada,UNIVERSITAS NEGERI PADANG
142015,ILMU KEOLAHRAGAAN,Sarjana,64,85,Pendidikan Jasmani dan Olahraga,UNIVERSITAS NEGERI PADANG
142016,TEKNIK PERTAMBANGAN,Sarjana,32,1120,Tidak Ada,UNIVERSITAS NEGERI PADANG
142018,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,60,147,Tidak Ada,UNIVERSITAS NEGERI PADANG
142019,TEKNIK SIPIL,Sarjana,52,833,Tidak Ada,UNIVERSITAS NEGERI PADANG
142020,STATISTIKA,Sarjana,36,291,Tidak Ada,UNIVERSITAS NEGERI PADANG
142021,TEKNIK MESIN,Sarjana,39,355,Tidak Ada,UNIVERSITAS NEGERI PADANG
142023,TEKNIK INFORMATIKA,Sarjana,40,1270,Tidak Ada,UNIVERSITAS NEGERI PADANG
142024,ADMINISTRASI PENDIDIKAN,Sarjana,90,562,Tidak Ada,UNIVERSITAS NEGERI PADANG
142025,PENDIDIKAN LUAR BIASA,Sarjana,92,256,Tidak Ada,UNIVERSITAS NEGERI PADANG
142026,TEKNOLOGI PENDIDIKAN,Sarjana,72,226,Tidak Ada,UNIVERSITAS NEGERI PADANG
142027,PENDIDIKAN NON FORMAL,Sarjana,64,136,Tidak Ada,UNIVERSITAS NEGERI PADANG
142028,BIMBINGAN DAN KONSELING,Sarjana,84,676,Tidak Ada,UNIVERSITAS NEGERI PADANG
142029,PSIKOLOGI,Sarjana,120,1701,Tidak Ada,UNIVERSITAS NEGERI PADANG
142030,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,172,2496,Tidak Ada,UNIVERSITAS NEGERI PADANG
142031,PENDIDIKAN ANAK USIA DINI,Sarjana,72,397,Tidak Ada,UNIVERSITAS NEGERI PADANG
142032,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,96,552,Tidak Ada,UNIVERSITAS NEGERI PADANG
142033,SASTRA INDONESIA,Sarjana,48,128,Tidak Ada,UNIVERSITAS NEGERI PADANG
142034,PENDIDIKAN BAHASA INGGRIS,Sarjana,80,418,Tidak Ada,UNIVERSITAS NEGERI PADANG
142035,SASTRA INGGRIS,Sarjana,48,277,Tidak Ada,UNIVERSITAS NEGERI PADANG
142036,PENDIDIKAN SENI RUPA,Sarjana,52,53,"Seni Rupa, Desain, dan Kriya",UNIVERSITAS NEGERI PADANG
142037,PENDIDIKAN SENDRATASIK,Sarjana,60,64,Sendratasik,UNIVERSITAS NEGERI PADANG
142038,PENDIDIKAN GEOGRAFI,Sarjana,48,200,Tidak Ada,UNIVERSITAS NEGERI PADANG
142039,PENDIDIKAN SEJARAH,Sarjana,56,222,Tidak Ada,UNIVERSITAS NEGERI PADANG
142040,PENDIDIKAN SOSIOLOGI,Sarjana,80,397,Tidak Ada,UNIVERSITAS NEGERI PADANG
142041,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Sarjana,56,307,Tidak Ada,UNIVERSITAS NEGERI PADANG
142042,ADMINISTRASI NEGARA,Sarjana,140,1288,Tidak Ada,UNIVERSITAS NEGERI PADANG
142043,PENDIDIKAN EKONOMI,Sarjana,72,317,Tidak Ada,UNIVERSITAS NEGERI PADANG
142044,MANAJEMEN,Sarjana,76,1858,Tidak Ada,UNIVERSITAS NEGERI PADANG
142045,AKUNTANSI,Sarjana,48,930,Tidak Ada,UNIVERSITAS NEGERI PADANG
142046,EKONOMI PEMBANGUNAN,Sarjana,62,464,Tidak Ada,UNIVERSITAS NEGERI PADANG
142047,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,44,358,Tidak Ada,UNIVERSITAS NEGERI PADANG
142049,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Sarjana,160,442,Pendidikan Jasmani dan Olahraga,UNIVERSITAS NEGERI PADANG
142050,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,120,330,Pendidikan Jasmani dan Olahraga,UNIVERSITAS NEGERI PADANG
142051,GEOGRAFI,Sarjana,48,237,Tidak Ada,UNIVERSITAS NEGERI PADANG
142053,DESAIN KOMUNIKASI VISUAL,Sarjana,82,388,"Seni Rupa, Desain, dan Kriya",UNIVERSITAS NEGERI PADANG
142054,PENDIDIKAN BAHASA JEPANG,Sarjana,36,107,Tidak Ada,UNIVERSITAS NEGERI PADANG
142055,PENDIDIKAN MUSIK,Sarjana,24,47,Musik,UNIVERSITAS NEGERI PADANG
142056,PENDIDIKAN AGAMA ISLAM,Sarjana,56,524,Tidak Ada,UNIVERSITAS NEGERI PADANG
142057,PERPUSTAKAAN DAN ILMU INFORMASI,Sarjana,32,500,Tidak Ada,UNIVERSITAS NEGERI PADANG
142058,PENDIDIKAN TARI,Sarjana,24,49,Tari,UNIVERSITAS NEGERI PADANG
142078,AGRIBISNIS,Sarjana,28,78,Tidak Ada,UNIVERSITAS NEGERI PADANG
142079,AGROTEKNOLOGI,Sarjana,28,44,Tidak Ada,UNIVERSITAS NEGERI PADANG
142080,PETERNAKAN,Sarjana,28,25,Tidak Ada,UNIVERSITAS NEGERI PADANG
142081,ILMU HUKUM,Sarjana,56,657,Tidak Ada,UNIVERSITAS NEGERI PADANG
142082,ILMU KOMUNIKASI,Sarjana,56,963,Tidak Ada,UNIVERSITAS NEGERI PADANG
142083,TEKNIK GEOLOGI,Sarjana,24,150,Tidak Ada,UNIVERSITAS NEGERI PADANG
142084,PARIWISATA,Sarjana,32,532,Tidak Ada,UNIVERSITAS NEGERI PADANG
142085,TEKNIK ELEKTRO,Sarjana,20,279,Tidak Ada,UNIVERSITAS NEGERI PADANG
142086,BISNIS DIGITAL,Sarjana,44,603,Tidak Ada,UNIVERSITAS NEGERI PADANG
142087,KEPERAWATAN,Sarjana,32,734,Tidak Ada,UNIVERSITAS NEGERI PADANG
142017,TEKNIK ELEKTRO INDUSTRI,Sarjana Terapan,40,118,Tidak Ada,UNIVERSITAS NEGERI PADANG
142022,ANIMASI,Sarjana Terapan,24,119,Tidak Ada,UNIVERSITAS NEGERI PADANG
142048,PENDIDIKAN TATA RIAS,Sarjana Terapan,66,399,Tidak Ada,UNIVERSITAS NEGERI PADANG
142052,MANAJEMEN PERHOTELAN,Sarjana Terapan,76,459,Tidak Ada,UNIVERSITAS NEGERI PADANG
142076,PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS,Sarjana Terapan,32,51,Tidak Ada,UNIVERSITAS NEGERI PADANG
142077,TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA,Sarjana Terapan,28,21,Tidak Ada,UNIVERSITAS NEGERI PADANG
142059,TEKNIK SIPIL BANGUNAN GEDUNG,Diploma Tiga,26,88,Tidak Ada,UNIVERSITAS NEGERI PADANG
142060,MANAJEMEN PAJAK,Diploma Tiga,48,309,Tidak Ada,UNIVERSITAS NEGERI PADANG
142062,"INFORMASI, PERPUSTAKAAN DAN KEARSIPAN",Diploma Tiga,32,220,Tidak Ada,UNIVERSITAS NEGERI PADANG
142063,TEKNIK LISTRIK,Diploma Tiga,32,75,Tidak Ada,UNIVERSITAS NEGERI PADANG
142064,TATA BOGA,Diploma Tiga,40,477,Tidak Ada,UNIVERSITAS NEGERI PADANG
142065,TEKNIK OTOMOTIF,Diploma Tiga,20,7,Tidak Ada,UNIVERSITAS NEGERI PADANG
142066,KEPERAWATAN PARIAMAN,Diploma Tiga,80,259,Tidak Ada,UNIVERSITAS NEGERI PADANG
142068,TEKNIK PERTAMBANGAN,Diploma Tiga,32,361,Tidak Ada,UNIVERSITAS NEGERI PADANG
142069,MANAJEMEN PERDAGANGAN,Diploma Tiga,48,160,Tidak Ada,UNIVERSITAS NEGERI PADANG
142070,AKUNTANSI,Diploma Tiga,48,132,Tidak Ada,UNIVERSITAS NEGERI PADANG
142072,TEKNIK MESIN,Diploma Tiga,39,124,Tidak Ada,UNIVERSITAS NEGERI PADANG
142073,STATISTIKA,Diploma Tiga,26,37,Tidak Ada,UNIVERSITAS NEGERI PADANG
142075,TATA BUSANA,Diploma Tiga,24,241,Tidak Ada,UNIVERSITAS NEGERI PADANG
143001,SENI KARAWITAN,Sarjana,24,33,Tidak Ada,ISI PADANG PANJANG
143002,SENI TARI,Sarjana,32,29,Tidak Ada,ISI PADANG PANJANG
143003,SENI MUSIK,Sarjana,32,75,Tidak Ada,ISI PADANG PANJANG
143004,SENI TEATER,Sarjana,10,10,Tidak Ada,ISI PADANG PANJANG
143005,KRIYA,Sarjana,16,19,Tidak Ada,ISI PADANG PANJANG
143006,FILM DAN TELEVISI,Sarjana,48,45,Film dan Televisi,ISI PADANG PANJANG
143007,SENI MURNI,Sarjana,16,23,Tidak Ada,ISI PADANG PANJANG
143008,FOTOGRAFI,Sarjana,36,23,Tidak Ada,ISI PADANG PANJANG
143009,DESAIN KOMUNIKASI VISUAL,Sarjana,64,158,"Seni Rupa, Desain, dan Kriya",ISI PADANG PANJANG
143010,ANTROPOLOGI BUDAYA,Sarjana,24,31,Tidak Ada,ISI PADANG PANJANG
143011,PENDIDIKAN KRIYA,Sarjana,16,16,Tidak Ada,ISI PADANG PANJANG
143013,DESAIN PRODUK,Sarjana,20,27,Tidak Ada,ISI PADANG PANJANG
143014,PARIWISATA,Sarjana,40,77,Tidak Ada,ISI PADANG PANJANG
143015,HUMANITAS,Sarjana,12,2,Tidak Ada,ISI PADANG PANJANG
143016,PENDIDIKAN VOKASIONAL TATA RIAS,Sarjana,24,47,Tidak Ada,ISI PADANG PANJANG
143012,DESAIN MODE,Sarjana Terapan,36,66,Tidak Ada,ISI PADANG PANJANG
143017,MUSIK FILM,Sarjana Terapan,12,11,Tidak Ada,ISI PADANG PANJANG
143018,TARI MELAYU,Sarjana Terapan,10,0,Tidak Ada,ISI PADANG PANJANG
143019,TARI MINANG,Sarjana Terapan,10,3,Tidak Ada,ISI PADANG PANJANG
143020,ANIMASI,Sarjana Terapan,24,24,Tidak Ada,ISI PADANG PANJANG
143021,PRODUKSI MEDIA,Sarjana Terapan,12,8,Tidak Ada,ISI PADANG PANJANG
151001,PENDIDIKAN KIMIA,Sarjana,32,54,Tidak Ada,UNIVERSITAS JAMBI
151002,PENDIDIKAN MATEMATIKA,Sarjana,63,143,Tidak Ada,UNIVERSITAS JAMBI
151003,PENDIDIKAN FISIKA,Sarjana,32,54,Tidak Ada,UNIVERSITAS JAMBI
