NAMA,PEMINAT 2023,Description,for_who,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum
PARIWISATA,5339,"PARIWISATA adalah sebuah jurusan kuliah yang mempelajari tentang pengelolaan dan pengembangan pariwisata sebagai industri yang berkembang pesat. Para mahasiswa yang belajar di jurusan ini akan memperoleh pengetahuan tentang potensi pariwisata di suatu daerah, strategi pemasaran pariwisata, manajemen destinasi wisata, keberlanjutan pariwisata, serta keahlian dalam merencanakan dan mengelola program pariwisata yang berkelanjutan dan menguntungkan bagi masyarakat setempat. Selain itu, mahasiswa juga akan mempelajari aspek budaya, ekonomi, dan lingkungan dalam konteks pariwisata, serta kemampuan dalam berkomunikasi dengan berbagai pihak terkait seperti pemerintah, pengusaha wisata, dan masyarakat lokal. Dengan demikian, lulusan jurusan PARIWISATA diharapkan mampu menjadi profesional yang kompeten dalam industri pariwisata serta berperan dalam mendorong pertumbuhan pariwisata yang berkelanjutan dan memberikan dampak positif bagi pembangunan ekonomi lokal.","Jurusan Pariwisata adalah jurusan yang cocok untuk orang yang menyukai perjalanan, budaya, dan eksplorasi. Dalam jurusan ini, mahasiswa akan belajar tentang manajemen pariwisata, destinasi wisata, pemasaran pariwisata, serta pengelolaan sumber daya pariwisata. Mereka akan diajarkan bagaimana mengembangkan potensi pariwisata suatu daerah, merancang paket wisata yang menarik, serta memahami seluk beluk industri pariwisata. Seorang mahasiswa pariwisata akan memiliki kesempatan untuk bekerja di berbagai bidang seperti agen perjalanan, hotel, restoran, atraksi wisata, dan pemerintah daerah. Jurusan ini cocok bagi orang yang aktif, inovatif, dan selalu haus akan petualangan.","1. Pemasaran Pariwisata
2. Manajemen Destinasi Pariwisata
3. Ekonomi Pariwisata
4. Kebijakan Pariwisata
5. Perencanaan dan Pengembangan Pariwisata
6. Akomodasi Pariwisata
7. Keberlanjutan Pariwisata
8. Pariwisata Budaya
9. Pariwisata Alam
10. Pariwisata Digital",0.10,0.10,0.10,0.50,0.10,0.10,0.20,0.40,0.10,0.10,0.20,0.50,0.10,0.10,0.60,0.10,0.20
PENDIDIKAN BIOLOGI,5179," Pendidikan Biologi adalah program studi yang mempelajari tentang cara mengajarkan ilmu biologi kepada siswa mulai dari tingkat dasar hingga tingkat menengah. Jurusan ini memberikan pemahaman dalam bidang biologi serta keterampilan dalam mendesain dan melaksanakan pembelajaran biologi yang efektif. Selain itu, mahasiswa juga akan mempelajari metode pengajaran yang inovatif dan menyenangkan untuk menyampaikan materi biologi kepada siswa. Program studi ini bertujuan untuk menciptakan para pendidik biologi yang kompeten dan berkualitas, siap untuk mengembangkan potensi siswa dalam memahami dan mengaplikasikan ilmu biologi dalam kehidupan sehari-hari.","Jurusan Pendidikan Biologi adalah jurusan yang cocok bagi orang yang menyukai ilmu pengetahuan tentang kehidupan. Selain itu, jurusan ini juga cocok bagi mereka yang tertarik dengan dunia alam, hubungan antara organisme hidup, lingkungan, dan interaksi antara makhluk hidup. Orang yang memilih jurusan ini biasanya memiliki minat pada studi tentang sel, organisme, ekosistem, genetika, dan evolusi. Mereka juga gemar dalam melakukan eksperimen, observasi, dan analisis data dalam bidang biologi. Jurusan Pendidikan Biologi menawarkan pengetahuan mendalam tentang kehidupan di bumi dan dapat membuka peluang karir di berbagai bidang seperti pendidikan, penelitian, konservasi, dan industri farmasi.","1. Biologi Sel
2. Biologi Molekuler
3. Zoologi
4. Fisiologi Hewan
5. Fisiologi Tumbuhan
6. Mikrobiologi
7. Genetika
8. Ekologi
9. Botani
10. Biologi Evolusi",0.20,0.70,0.30,0.30,0.90,0.10,0.30,0.20,0.10,0.10,0.40,0.80,0.30,0.30,0.20,0.20,0.10
AGROEKOTEKNOLOGI,5113,"Jurusan Agroekoteknologi merupakan program studi yang mengkombinasikan ilmu pertanian (agronomi) dengan teknologi modern untuk meningkatkan produktivitas pertanian secara berkelanjutan. Mahasiswa jurusan ini akan mempelajari cara-cara untuk meningkatkan hasil pertanian dengan memanfaatkan sumber daya alam secara efisien, mengoptimalkan budidaya tanaman, serta mempelajari teknologi terbaru dalam bidang agrikultur.

Selain itu, mahasiswa juga akan belajar tentang keberlanjutan lingkungan, seperti praktik pertanian organik dan peningkatan ketahanan pangan. Jurusan Agroekoteknologi juga memberikan pengetahuan tentang manajemen sumber daya alam dan perencanaan pertanian yang berkelanjutan.

Dengan demikian, lulusan jurusan Agroekoteknologi diharapkan dapat menjadi ahli yang mampu mengembangkan teknologi pertanian yang ramah lingkungan, meningkatkan produksi pertanian secara berkelanjutan, serta turut berperan dalam menjaga keberlangsungan lingkungan alam.","AGROEKOTEKNOLOGI adalah jurusan untuk orang yang memiliki minat dan kecintaan terhadap ilmu pertanian serta teknologi. Mereka yang memilih jurusan ini biasanya menyukai kegiatan yang berkaitan dengan pengembangan sistem pertanian yang ramah lingkungan, inovasi teknologi dalam meningkatkan produksi pertanian, serta pelestarian alam dan keanekaragaman hayati. Selain itu, orang-orang yang memilih jurusan ini juga dinilai memiliki rasa keingintahuan yang tinggi terhadap cara membuat produksi pertanian menjadi lebih efisien dan berkelanjutan. Mereka siap untuk belajar dan berkontribusi dalam mengembangkan sektor pertanian menjadi lebih modern dan berdaya saing.","1. Dasar-dasar Agroekoteknologi
2. Tanaman Pangan
3. Hortikultura
4. Perlindungan Tanaman
5. Ilmu Tanah
6. Agroekologi
7. Biologi Tanaman
8. Pengelolaan Sumberdaya Alam
9. Teknologi Pertanian
10. Agribisnis",0.20,0.40,0.30,0.00,0.70,0.10,0.30,0.30,0.10,0.00,0.20,0.50,0.00,0.50,0.30,0.00,0.20
KEDOKTERAN HEWAN,4747,"Kedokteran Hewan adalah salah satu cabang ilmu kedokteran yang fokus pada diagnosis, pengobatan, dan pencegahan penyakit pada hewan. Jurusan ini mengkombinasikan ilmu kedokteran manusia dengan ilmu kedokteran hewan untuk menyediakan perawatan medis yang terbaik bagi hewan-hewan domestik maupun liar. Mahasiswa jurusan Kedokteran Hewan akan mempelajari berbagai aspek kesehatan hewan mulai dari anatomi dan fisiologi hewan, hingga ilmu patologi dan farmakologi hewan. Mereka juga akan diajarkan keterampilan klinis dan pembedahan hewan serta penanganan berbagai kasus penyakit yang mungkin dihadapi dalam praktik kedokteran hewan. Setelah lulus, lulusan jurusan Kedokteran Hewan dapat bekerja sebagai dokter hewan di klinik hewan, rumah sakit hewan, laboratorium, pabrik pakan hewan, lembaga riset, dan berbagai industri terkait kesehatan hewan.","Jurusan kedokteran hewan adalah jurusan yang ditujukan untuk orang yang memiliki minat dan kecintaan terhadap hewan. Mereka harus memiliki kepedulian yang tinggi terhadap kesehatan dan kesejahteraan hewan, serta memiliki kemampuan untuk merawat dan mengobati berbagai jenis hewan. Selain itu, orang yang memilih jurusan ini juga harus memiliki ketekunan, keterampilan, dan keuletan dalam menangani berbagai masalah kesehatan yang mungkin dialami oleh hewan. Selama kuliah, mereka akan mempelajari berbagai aspek tentang kesehatan hewan, mulai dari diagnosis, pengobatan, perawatan, hingga pencegahan penyakit. Kesimpulannya, jurusan ini cocok bagi orang yang memiliki minat dan kepedulian tinggi terhadap binatang serta ingin berkarir dalam bidang kesehatan hewan.","1. Anatomi dan Fisiologi Hewan
2. Patologi Veteriner
3. Farmakologi Veteriner
4. Mikrobiologi Veteriner
5. Parasitologi Veteriner
6. Kedokteran Forensik Hewan
7. Kedokteran Preventif Veteriner
8. Kedokteran Hewan Besar
9. Kedokteran Hewan Kecil
10. Kedokteran Hewan Akuatik",0.10,0.40,0.10,0.10,0.60,0.10,0.30,0.00,0.10,0.10,0.10,0.40,0.80,0.30,0.20,0.10,0.10
ILMU GIZI,4701,"Ilmu Gizi adalah salah satu jurusan kuliah yang mempelajari tentang ilmu nutrisi dan kesehatan makanan. Mahasiswa yang mengambil jurusan ini akan mempelajari tentang kandungan nutrisi dalam makanan, metabolisme tubuh manusia, serta faktor-faktor yang mempengaruhi pola makan dan kesehatan. Mereka juga akan mempelajari tentang cara mengatur diet dan nutrisi yang tepat untuk memenuhi kebutuhan tubuh manusia agar tetap sehat dan berenergi. Selain itu, mahasiswa Ilmu Gizi juga akan belajar mengenai penelitian gizi dan aplikasinya dalam bidang kesehatan masyarakat. Dengan demikian, mahasiswa Ilmu Gizi diharapkan dapat menjadi ahli gizi yang mampu memberikan edukasi dan konsultasi nutrisi yang tepat bagi masyarakat dalam upaya meningkatkan kesehatan dan kualitas hidup.","Jurusan Ilmu Gizi adalah jurusan untuk orang yang menyukai pangan, nutrisi, dan kesehatan. Mereka akan belajar tentang komposisi makanan, metabolisme tubuh, serta hubungan antara diet dan penyakit. Para mahasiswa akan belajar tentang cara mempromosikan gaya hidup sehat melalui pola makan yang seimbang dan asupan nutrisi yang cukup. Mereka juga akan dibekali dengan pengetahuan dalam merencanakan menu makanan yang sesuai dengan kebutuhan individu maupun kelompok tertentu. Dengan mengambil jurusan ini, diharapkan mahasiswa dapat membantu masyarakat untuk memahami pentingnya gizi dalam menjaga kesehatan dan mencegah penyakit.","1. Gizi dan Kesehatan
2. Mikrobiologi Pangan
3. Metabolisme
4. Kimia Makanan
5. Ilmu Nutrisi
6. Biokimia
7. Statistik Gizi
8. Dietetika
9. Kesehatan Masyarakat
10. Pangan Fungsional",0.30,0.30,0.10,0.10,0.70,0.30,0.10,0.20,0.10,0.10,0.10,0.20,0.80,0.10,0.20,0.10,0.10
PENDIDIKAN EKONOMI,4621,"Jurusan Pendidikan Ekonomi adalah salah satu program studi di perguruan tinggi yang membahas tentang pengajaran dan pembelajaran mata pelajaran ekonomi. Mahasiswa jurusan ini akan belajar mengenai teori-teori ekonomi, model-model pembelajaran ekonomi, metode pengajaran ekonomi, serta strategi pengembangan kurikulum ekonomi. Mereka juga akan mempelajari teknik-teknik pengelolaan kelas, evaluasi hasil belajar, serta penelitian dalam bidang pendidikan ekonomi. Setelah lulus, lulusan jurusan Pendidikan Ekonomi dapat menjadi seorang guru ekonomi di berbagai tingkatan pendidikan, pengembang kurikulum ekonomi, konsultan pendidikan ekonomi, atau peneliti di bidang pendidikan ekonomi. Menempuh pendidikan di jurusan ini akan memberikan pemahaman mendalam mengenai cara efektif untuk mengajarkan mata pelajaran ekonomi sehingga dapat membantu siswa memahami konsep-konsep ekonomi dengan baik.","Jurusan Pendidikan Ekonomi adalah jurusan yang cocok untuk orang yang memiliki minat dan ketertarikan dalam bidang ekonomi dan pendidikan. Orang-orang yang menyukai analisis tentang kebijakan ekonomi, perencanaan pembangunan, pengelolaan sumber daya ekonomi, serta pengajaran dan pembelajaran di bidang ekonomi akan cocok memilih jurusan ini. Mereka yang ingin memiliki pengetahuan dan keterampilan dalam mengajar materi ekonomi secara mendalam dan menyeluruh juga akan merasa senang belajar di jurusan ini. Pendidikan Ekonomi memberikan bekal yang baik bagi para calon pendidik ekonomi profesional yang dapat mencetak generasi penerus yang terampil dan berkompeten.","1. Teori Ekonomi Mikro
2. Teori Ekonomi Makro
3. Perilaku Konsumen
4. Manajemen Keuangan
5. Ekonomi Moneter
6. Statistik Ekonomi
7. Perpajakan
8. Ekonomi Pembangunan
9. Etika Bisnis
10. Riset Pemasaran",0.60,0.20,0.10,0.20,0.10,0.00,0.10,0.80,0.10,0.10,0.30,0.10,0.20,0.10,0.20,0.10,0.20
PENDIDIKAN SEJARAH,4601,"Jurusan Pendidikan Sejarah adalah program studi yang mempelajari sejarah sebagai bidang ilmu dan mempersiapkan mahasiswa untuk menjadi pendidik yang kompeten di bidang sejarah. Mahasiswa akan belajar tentang berbagai aspek sejarah mulai dari zaman prasejarah hingga zaman modern, serta memahami metodologi pengajaran sejarah yang efektif. Selain itu, mahasiswa juga akan mempelajari konsep pendidikan, psikologi pendidikan, dan teknologi pendidikan yang dapat membantu dalam proses pembelajaran dan pengajaran. Jurusan ini bertujuan untuk menciptakan para pendidik sejarah yang dapat memberikan pemahaman yang mendalam tentang sejarah kepada generasi muda, sehingga dapat melahirkan masyarakat yang memiliki kecintaan dan kepedulian terhadap sejarah bangsa dan dunia.","Jurusan Pendidikan Sejarah adalah jurusan yang cocok bagi orang yang memiliki minat dan kecintaan terhadap sejarah. Orang-orang yang memilih jurusan ini biasanya tertarik untuk memahami perjalanan masa lalu, kebudayaan, peradaban, serta konflik-konflik yang terjadi di masa lampau. Mereka juga gemar belajar mengenai tokoh-tokoh bersejarah dan peristiwa penting yang telah membentuk dunia seperti yang kita kenal saat ini. Melalui pemahaman sejarah, mereka dapat mengetahui lebih dalam tentang warna-warni peristiwa yang telah terjadi dan mengapresiasi nilai-nilai historis yang terkandung di dalamnya.","1. Teori Sejarah
2. Sejarah Pendidikan
3. Metode Penelitian Sejarah
4. Sejarah Indonesia
5. Sejarah Dunia
6. Sejarah Politik
7. Sejarah Ekonomi
8. Sejarah Sosial
9. Sejarah Kebudayaan
10. Sejarah Agama",0.10,0.30,0.10,0.50,0.10,0.10,0.10,0.20,0.10,0.30,0.20,0.30,0.10,0.20,0.20,0.90,0.30
PERENCANAAN WILAYAH DAN KOTA,3922," Jurusan kuliah tentang perencanaan wilayah dan kota mengajarkan mahasiswa mengenai konsep, teori, dan praktik dalam merencanakan pengembangan wilayah dan kota. Mahasiswa akan belajar tentang perencanaan tata ruang, transportasi, infrastruktur, lingkungan, dan sosial ekonomi dalam konteks pembangunan perkotaan dan pedesaan. Mereka juga akan mempelajari metode analisis spatial, teknologi informasi geografis, kebijakan perencanaan, serta partisipasi masyarakat dalam proses perencanaan. Jurusan ini membekali mahasiswa dengan keterampilan analitis, kreatif, dan berpikir kritis dalam mengatasi tantangan pembangunan wilayah dan kota yang berkelanjutan.","Jurusan Perencanaan Wilayah dan Kota merupakan pilihan yang tepat bagi mereka yang memiliki minat dalam merencanakan dan mengelola perkembangan wilayah dan kota secara berkelanjutan. Para mahasiswa jurusan ini akan mempelajari berbagai aspek seperti tata ruang, transportasi, lingkungan, serta faktor sosial dan ekonomi yang memengaruhi perkembangan suatu wilayah. Mereka akan dilatih untuk dapat merancang pembangunan yang berdampak positif bagi masyarakat serta lingkungan sekitar. Kemampuan analisis, pemecahan masalah, dan kerjasama tim sangat diperlukan dalam bidang ini. Selain itu, jurusan ini juga cocok bagi mereka yang peduli terhadap pembangunan berkelanjutan dan ingin berkontribusi dalam menciptakan lingkungan yang lebih baik untuk generasi mendatang.","1. Teori Perencanaan Kota
2. Metode Penelitian Wilayah
3. Ekonomi Perencanaan
4. Perancangan Kota
5. Kebijakan Perkotaan
6. Pengelolaan Sumberdaya Alam
7. Transportasi Perkotaan
8. Pembangunan Perkotaan
9. Pengantar Perencanaan Wilayah
10. Sosiologi Perkotaan",0.30,0.20,0.20,0.10,0.10,0.10,0.40,0.20,0.30,0.10,0.10,0.70,0.10,0.70,0.20,0.20,0.30
FISIKA,3880," FISIKA adalah salah satu jurusan kuliah yang mempelajari fenomena alam melalui abstraksi matematika dan eksperimen. Jurusan ini mencakup berbagai bidang seperti mekanika, termodinamika, optika, fisika nuklir, fisika partikel, dan banyak lagi. Mahasiswa fisika akan mempelajari konsep-konsep dasar seperti hukum-hukum alam dan prinsip-prinsip fundamental seperti hukum-hukum Newton, prinsip kekekalan energi, dan mekanika kuantum. Mereka juga akan belajar tentang aplikasi fisika dalam berbagai bidang, mulai dari teknologi informasi hingga kesehatan. Selain itu, mahasiswa fisika juga akan dilatih untuk berpikir analitis, kritis, dan kreatif dalam memecahkan masalah ilmiah. Dengan latar belakang yang kuat dalam fisika, lulusan jurusan ini dapat bekerja di berbagai industri seperti penelitian, teknologi, energi, kesehatan, dan banyak lagi.","Jurusan Fisika adalah jurusan bagi orang-orang yang menyukai ilmu pengetahuan alam, khususnya dalam bidang fisika. Mereka yang memilih jurusan ini biasanya memiliki minat yang tinggi terhadap sifat-sifat materi, energi, dan interaksi antara keduanya. Mereka tertarik untuk memahami fenomena alamiah yang terjadi di sekitar kita dan ingin mengungkap rahasia di baliknya. Selain itu, orang-orang yang menyukai jurusan Fisika cenderung memiliki kemampuan analisis yang baik, logika yang kuat, dan ketelitian dalam berpikir. Mereka siap untuk belajar lebih dalam tentang hukum-hukum dasar fisika dan menerapkannya dalam berbagai bidang seperti teknologi, keilmuan, dan penelitian.","1. Mekanika
2. Elektromagnetika
3. Termodinamika
4. Optik
5. Fisika Modern
6. Fisika Komputasi
7. Fisika Material
8. Fisika Nuklir
9. Astronomi
10. Biofisika",0.50,0.80,0.90,0.10,0.30,0.20,0.60,0.30,0.20,0.20,0.10,0.20,0.20,0.30,0.10,0.20,0.10
SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA - KOMPUTASI (STEI-K),3848,"Jurusan Teknik Elektro dan Informatika - Komputasi (STEI-K) merupakan salah satu jurusan di bidang teknik yang fokus pada pemahaman dan pengembangan sistem elektronika dan komputasi. Jurusan ini mengajarkan berbagai keterampilan dan pengetahuan dalam bidang rekayasa elektronika, sistem komputasi, dan teknologi informasi.

Mahasiswa jurusan STEI-K akan mempelajari dasar-dasar teknik elektro dan informatika, termasuk prinsip-prinsip dasar pembangunan sistem elektronika, desain komputer, serta pengembangan perangkat lunak. Mereka juga akan belajar tentang teknologi terkini dalam bidang sistem komputasi dan jaringan, serta berkembangnya teknologi baru seperti Internet of Things (IoT) dan kecerdasan buatan (Artificial Intelligence/AI).

Dengan kombinasi keahlian dalam bidang elektronika dan komputasi, lulusan jurusan STEI-K diharapkan dapat menjadi ahli yang mampu merancang, mengembangkan, dan menjalankan sistem elektronika dan komputasi yang inovatif dan efisien. Mereka juga dapat bekerja di berbagai industri seperti teknologi informasi, telekomunikasi, manufaktur, dan sektor energi.

Kesimpulannya, jurusan Teknik Elektro dan Informatika - Komputasi (STEI-K) menawarkan kesempatan bagi mahasiswa untuk membawa transformasi dalam dunia teknologi saat ini dan di masa depan. Jika Anda tertarik dalam bidang teknik, elektronika, dan komputasi, jurusan ini dapat menjadi pilihan yang tepat untuk mengeksplorasi minat dan potensi Anda sekaligus berkontribusi pada perkembangan teknologi yang lebih baik.","Jurusan Teknik Elektro dan Informatika-Komputasi (STEI-K) adalah jurusan yang ditujukan untuk orang yang menyukai bidang teknologi, khususnya dalam pengembangan sistem elektronik dan komputasi. Para siswa jurusan ini biasanya tertarik untuk mempelajari cara mendesain, mengimplementasikan, dan mengelola perangkat keras dan perangkat lunak yang digunakan dalam berbagai aplikasi teknologi informasi. Mereka juga akan belajar tentang konsep-konsep dasar dalam pemrograman komputer, jaringan komputer, dan sistem kontrol elektronik. Jurusan ini cocok bagi individu yang ingin mendalami dunia teknologi modern dan siap untuk terus mengikuti perkembangan teknologi yang cepat.","1. Algoritma dan Pemrograman
2. Struktur Data
3. Pemrograman Berorientasi Objek
4. Sistem Basis Data
5. Jaringan Komputer
6. Pemrosesan Citra dan Video
7. Keamanan Komputer
8. Sistem Operasi
9. Kecerdasan Buatan
10. Teknologi Web",0.70,0.40,0.40,0.10,0.10,0.10,0.90,0.30,0.20,0.10,0.20,0.10,0.20,0.20,0.30,0.20,0.20
