NAMA,PEMINAT 2023,Description,Mata Kuliah,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
ILMU KOMPUTER,14134,"Ilmu Komputer adalah jurusan kuliah yang mempelajari tentang ilmu dan teknologi dalam bidang pengolahan data, informasi, dan komputasi. Jurusan ini mencakup pembelajaran mengenai pengembangan perangkat lunak, sistem informasi, kecerdasan buatan, grafika komputer, jaringan komputer, keamanan informasi, dan lain sebagainya. Mahasiswa Ilmu Komputer akan belajar tentang pemrograman, analisis data, desain sistem, manajemen basis data, dan teknologi terbaru dalam bidang komputasi. Selain itu, jurusan ini juga memberikan pemahaman mendalam tentang bagaimana komputer bekerja dan solusi teknologi informasi untuk memecahkan masalah di berbagai bidang industri. Ilmu Komputer merupakan salah satu jurusan kuliah yang penting dan memiliki peluang kerja yang luas di masa depan.","1. Algoritma dan Pemrograman
2. Pemrograman Web
3. Basis Data
4. Jaringan Komputer
5. Sistem Operasi
6. Kecerdasan Buatan
7. Rekayasa Perangkat Lunak
8. Kriptografi
9. Grafika Komputer
10. Analisis Big Data",0.8,0.4,0.1,0.1,0.1,0.1,0.9,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,8
ILMU KEPERAWATAN,13307,"Jurusan keperawatan adalah salah satu program studi yang mempelajari tentang pengelolaan dan pelayanan kesehatan kepada pasien yang membutuhkan perawatan medis. Mahasiswa jurusan keperawatan akan mempelajari tentang anatomi dan fisiologi tubuh manusia, diagnosis penyakit, prosedur medis, manajemen pasien, serta etika dan hukum dalam praktek keperawatan. Mereka juga akan dilatih untuk memberikan perawatan yang komprehensif dan bertanggung jawab kepada pasien, baik di rumah sakit, puskesmas, maupun dalam masyarakat. Jurusan keperawatan merupakan salah satu pilihan yang cocok bagi mereka yang memiliki kepedulian terhadap kesehatan masyarakat dan memiliki kemampuan untuk bekerja secara tim dalam lingkungan yang dinamis.","1. Anatomi dan Fisiologi
2. Keperawatan Medikal Bedah
3. Keperawatan Anak
4. Keperawatan Jiwa
5. Keperawatan Maternitas
6. Keperawatan Gerontik
7. Keperawatan Komunitas
8. Etika Keperawatan
9. Kasus Kesehatan Reproduksi
10. Keperawatan Gawat Darurat",0.2,0.3,0.2,0.3,0.4,0.1,0.1,0.1,0.2,0.0,0.3,0.2,0.8,0.1,0.1,0.1,0.1,14
TEKNIK PERTAMBANGAN,13307," Jurusan Teknik Pertambangan adalah salah satu jurusan yang mempelajari tentang proses ekstraksi mineral dari dalam tanah, pengolahan mineral menjadi produk yang siap digunakan, serta upaya-upaya untuk menjaga lingkungan agar tidak terkontaminasi oleh aktivitas pertambangan. Mahasiswa jurusan ini akan mempelajari tentang teknik-teknik pengeboran, penggalian, pengolahan, dan pengelolaan sumber daya mineral dengan efisien dan berkelanjutan. Mereka juga akan belajar tentang peraturan-peraturan yang mengatur kegiatan pertambangan, serta teknologi-teknologi terkini yang dapat digunakan dalam industri pertambangan. Melalui kombinasi antara teori dan praktik lapangan, mahasiswa jurusan ini diharapkan dapat menjadi tenaga ahli yang mampu memberikan kontribusi positif dalam mengelola sumber daya mineral secara bertanggung jawab dan berkelanjutan.","1. Prinsip-prinsip Teknik Pertambangan
2. Geologi dan Geoteknik
3. Rekayasa Tambang
4. Hidrogeologi
5. Sistem Penambangan
6. Evaluasi Sumber Daya Mineral
7. Rehabilitasi Lahan Tambang
8. Teknik Pengeboran
9. Pemindahan Tanah
10. Teknik Pengolahan Mineral",0.6,0.3,0.8,0.2,0.1,0.3,0.3,0.2,0.2,0.0,0.1,0.2,0.1,0.7,0.1,0.1,0.2,3
ADMINISTRASI PUBLIK,13137,"Jurusan Administrasi Publik adalah program studi yang mempelajari tentang pengelolaan dan pelayanan publik di berbagai level pemerintahan. Mahasiswa jurusan ini akan mempelajari tentang kebijakan publik, manajemen birokrasi, administrasi keuangan publik, hukum administrasi negara, serta etika dalam pelayanan publik. Mereka akan dilatih untuk menjadi profesional yang mampu mengelola berbagai permasalahan dalam pelayanan publik dengan efisien dan transparan. Selain itu, mahasiswa akan mempelajari tentang cara menjalin hubungan yang baik dengan masyarakat, stakeholder, serta lembaga pemerintahan lainnya untuk mencapai keberhasilan dalam penyelenggaraan pelayanan publik. Jurusan Administrasi Publik merupakan pilihan yang tepat bagi mereka yang tertarik untuk berkarir di sektor pelayanan publik, baik di pemerintahan maupun lembaga non-profit.","1. Manajemen Keuangan Publik
2. Kebijakan Publik
3. Manajemen Sumber Daya Manusia
4. Etika Administrasi Publik
5. Pemberdayaan Masyarakat
6. E-Government
7. Kependudukan dan Pembangunan
8. Kebijakan Pemerintah
9. Evaluasi Program
10. Penyuluhan Administrasi Publik",0.2,0.2,0.1,0.7,0.1,0.0,0.5,0.3,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,4
SASTRA INGGRIS,13123,"Sastra Inggris adalah jurusan kuliah yang bertujuan untuk mengembangkan pemahaman terhadap karya sastra dari berbagai karya sastra berbahasa Inggris. Mahasiswa jurusan Sastra Inggris akan belajar tentang sejarah sastra, analisis sastra, dan menganalisis karya-karya sastra dari berbagai periode dan genre dalam bahasa Inggris. Mereka juga akan mempelajari kebudayaan yang terkait dengan sastra Inggris, serta kemampuan berbahasa Inggris yang baik dan keterampilan menulis yang kreatif. Jurusan ini membuka peluang karir di bidang penerjemahan, jurnalistik, pendidikan, penerbitan, dan banyak lagi. Jurusan Sastra Inggris juga membuka kesempatan untuk belajar tentang keberagaman budaya dan perspektif yang berbeda melalui karya sastra dari penulis-penulis berbagai belahan dunia.","1. Grammar
2. Vocabulary
3. Reading Comprehension
4. Writing Skills
5. Listening Skills
6. Speaking Skills
7. Literature
8. Phonetics
9. Translation Studies
10. Linguistics",0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.9,0.4,0.1,0.2,0.2,0.4,0.3,0.1,10
BISNIS DIGITAL,11464," Bisnis Digital adalah jurusan kuliah yang mempelajari tentang strategi, perencanaan, dan implementasi bisnis dalam lingkungan digital. Mahasiswa jurusan ini akan belajar tentang pemasaran digital, analisis data, e-commerce, dan inovasi teknologi dalam dunia bisnis. Mereka juga akan mempelajari tentang manajemen risiko dan keamanan dalam berbisnis online. Jurusan Bisnis Digital memberikan pemahaman yang mendalam tentang bagaimana teknologi dapat digunakan untuk meningkatkan kinerja bisnis dan memperluas pasar secara global. Kesempatan karir bagi lulusan jurusan ini sangat luas, mulai dari menjadi digital marketer, e-commerce manager, hingga entrepreneurship dalam bidang teknologi.","1. E-Commerce
2. Digital Marketing
3. Business Intelligence
4. Mobile App Development
5. Social Media Management
6. Web Development
7. Data Analytics
8. Online Advertising
9. Search Engine Optimization
10. Cybersecurity",0.2,0.3,0.1,0.3,0.1,0.1,0.9,0.7,0.1,0.1,0.2,0.1,0.1,0.1,0.5,0.1,0.1,8
ADMINISTRASI BISNIS,11323,"Jurusan Administrasi Bisnis adalah salah satu program studi yang bertujuan untuk memberikan pemahaman yang mendalam tentang berbagai aspek bisnis, manajemen, dan administrasi. Mahasiswa jurusan ini akan belajar tentang strategi bisnis, keuangan, pemasaran, sumber daya manusia, serta manajemen operasional.

Selain itu, mahasiswa juga akan diajarkan keterampilan yang diperlukan dalam mengelola bisnis seperti analisis data, perencanaan strategis, dan pengambilan keputusan yang tepat. Selama kuliah, mahasiswa akan diajak untuk memahami tantangan yang dihadapi dalam dunia bisnis saat ini dan belajar bagaimana cara mengatasi serta beradaptasi dengan perubahan yang terjadi.

Dengan latar belakang pendidikan dalam Administrasi Bisnis, lulusan diharapkan dapat menjadi pemimpin yang mampu mengelola bisnis dengan baik, memahami tren pasar yang sedang berkembang, dan memaksimalkan potensi bisnis untuk mencapai kesuksesan. Selain itu, lulusan juga diharapkan mampu beradaptasi dengan perubahan lingkungan bisnis yang cepat dan menjadi inovator yang dapat menciptakan peluang baru dalam dunia bisnis.","1. Manajemen Bisnis
2. Administrasi Perkantoran
3. Keuangan Bisnis
4. Pemasaran Bisnis
5. Manajemen Sumber Daya Manusia
6. Ekonomi Bisnis
7. Etika Bisnis
8. Pengantar Bisnis
9. Statistik Bisnis
10. Perencanaan Bisnis",0.3,0.1,0.1,0.5,0.0,0.1,0.3,0.9,0.2,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.4,7
PENDIDIKAN BAHASA INGGRIS,11293,"Jurusan Pendidikan Bahasa Inggris adalah program studi yang bertujuan untuk memberikan pemahaman mendalam tentang bahasa Inggris dan metode pengajarannya. Di dalam jurusan ini, mahasiswa akan mempelajari berbagai aspek bahasa Inggris, mulai dari tata bahasa, kosa kata, sampai dengan literatur bahasa Inggris. Mereka juga akan diajarkan metode pengajaran yang efektif untuk mengajar bahasa Inggris kepada orang yang bukan penutur asli. Selain itu, mahasiswa juga akan dilatih dalam kemampuan berkomunikasi secara lisan dan tertulis dalam bahasa Inggris, sehingga mereka dapat menjadi pendidik yang kompeten dalam bidang ini. Melalui program studi ini, diharapkan lulusan dapat menjadi guru bahasa Inggris yang berkualitas dan dapat memberikan kontribusi positif dalam dunia pendidikan.","1. English Literature
2. English Linguistics
3. English Phonetics
4. English Syntax
5. English Morphology
6. English Semantics
7. English Pragmatics
8. English Phonology
9. English Composition
10. English Language Teaching",0.0,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.2,0.5,0.6,0.0,0.1,0.0,0.4,0.1,0.2,11
ARSITEKTUR,11107,"arsitektur melibatkan studi tentang desain, konstruksi, dan pemeliharaan struktur bangunan. Jurusan ini melibatkan pembelajaran tentang prinsip-prinsip arsitektur, teknologi konstruksi, material bangunan, dan estetika. Selain itu, mahasiswa jurusan arsitektur juga akan mempelajari cara merancang ruang fisik yang fungsional, estetis, dan ramah lingkungan. Dengan demikian, mereka akan dibekali dengan pengetahuan dan keterampilan yang diperlukan untuk membuat desain bangunan yang inovatif dan berkelanjutan.","1. Sejarah Arsitektur
2. Desain Arsitektur
3. Struktur Bangunan
4. Teknologi Konstruksi
5. Tata Kota
6. Kesehatan Lingkungan
7. Arsitektur Lanskap
8. Arsitektur Interior
9. Bahan Bangunan
10. Etika Profesi Arsitek",0.4,0.3,0.8,0.1,0.1,0.1,0.4,0.3,0.8,0.1,0.2,0.3,0.1,0.3,0.4,0.1,0.1,3
HUBUNGAN INTERNASIONAL,10745,"Jurusan Hubungan Internasional membahas tentang relasi antar negara, organisasi internasional, dan aktor global lainnya. Mahasiswa akan mempelajari teori-teori hubungan internasional, diplomasi, perdagangan internasional, keamanan global, konflik internasional, serta isu-isu global seperti lingkungan, hak asasi manusia, dan perdamaian. Mereka juga akan memahami perkembangan terkini dalam politik global dan strategi luar negeri suatu negara. Selain itu, mahasiswa juga akan dilatih untuk mengembangkan kemampuan analisis, negosiasi, dan komunikasi yang dibutuhkan dalam dunia kerja yang semakin kompleks dan beragam secara global. Jurusan ini cocok untuk mereka yang tertarik dengan urusan internasional, politik global, dan ingin berkarir di bidang hubungan internasional, diplomat, NGO internasional, atau badan internasional lainnya.","1. Teori Hubungan Internasional
2. Diplomasi
3. Organisasi Internasional
4. Negosiasi Internasional
5. Ekonomi Politik Internasional
6. Hukum Internasional
7. Keamanan Internasional
8. Kebijakan Luar Negeri
9. Globalisasi
10. Hubungan Internasional Regional",0.1,0.1,0.1,0.5,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.1,0.2,0.7,0.1,0.8,12
PENDIDIKAN DOKTER GIGI,10445,"Jurusan Pendidikan Dokter Gigi adalah salah satu program studi yang memungkinkan mahasiswa untuk mendalami kesehatan gigi dan mulut. Para mahasiswa akan mempelajari teknik-teknik dasar dalam perawatan gigi, penanganan penyakit gigi dan mulut, serta prosedur-prosedur medis yang berkaitan dengan kesehatan gigi. Selain itu, mahasiswa juga akan mempelajari ilmu-ilmu terkait seperti anatomi gigi, histologi gigi, patologi gigi, radiologi gigi, serta biokimia gigi. Dengan latar belakang ilmu tersebut, lulusan jurusan Pendidikan Dokter Gigi diharapkan mampu memberikan pelayanan kesehatan gigi yang berkualitas kepada masyarakat dan dapat menjadi ahli dalam bidang kesehatan gigi dan mulut.","1. Anatomi dan Fisiologi Gigi
2. Biokimia Gigi
3. Histologi Gigi
4. Patologi Oral
5. Kedokteran Gigi Masyarakat
6. Kedokteran Gigi Preventif
7. Prosthodontik
8. Endodontik
9. Bedah Mulut
10. Ortodonti",0.1,0.3,0.2,0.1,0.7,0.2,0.1,0.0,0.1,0.0,0.1,0.2,0.8,0.1,0.2,0.1,0.1,14
SOSIOLOGI,10090,"Sosiologi adalah studi tentang masyarakat dan interaksi antara individu dalam masyarakat. Jurusan ini membahas berbagai aspek kehidupan sosial, termasuk struktur sosial, pola perilaku, perubahan sosial, konflik sosial, dan banyak lagi. Mahasiswa jurusan sosiologi akan mempelajari teori-teori sosial dan metode penelitian untuk memahami kompleksitas masyarakat modern.

Selain itu, mahasiswa sosiologi juga akan belajar tentang isu-isu sosial kontemporer seperti ketimpangan sosial, keadilan sosial, globalisasi, dan berbagai tantangan lain yang dihadapi oleh masyarakat saat ini. Jurusan sosiologi juga mempersiapkan mahasiswa untuk dapat bekerja di berbagai bidang seperti riset, kebijakan publik, penerangan masyarakat, dan pengembangan program sosial.

Dengan demikian, jurusan sosiologi memainkan peran penting dalam membantu mahasiswa memahami kompleksitas masyarakat dan mempersiapkan mereka untuk berperan aktif dalam memecahkan masalah sosial dan mempromosikan perubahan yang positif dalam masyarakat.","1. Teori Sosiologi
2. Metode Penelitian Sosiologi
3. Sosiologi Keluarga
4. Sosiologi Industri
5. Sosiologi Pendidikan
6. Sosiologi Agama
7. Sosiologi Politik
8. Sosiologi Perubahan Sosial
9. Sosiologi Kriminal
10. Sosiologi Komunitas",0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.3,0.1,0.1,0.4,0.3,0.1,0.2,0.4,0.6,0.3,4
TEKNOLOGI INFORMASI,9644," Jurusan Teknologi Informasi merupakan bidang studi yang mempelajari tentang pengembangan dan penerapan teknologi informasi untuk menyelesaikan masalah dan memenuhi kebutuhan organisasi. Mahasiswa jurusan ini akan belajar tentang sistem komputer, pemrograman, jaringan komputer, basis data, keamanan informasi, dan teknologi terkini lainnya. Mereka juga akan diajarkan keterampilan analisis, pemecahan masalah, dan manajemen proyek yang diperlukan untuk menjadi ahli dalam teknologi informasi. Jurusan ini memberikan landasan yang kuat bagi mahasiswa untuk karir di bidang pengembangan perangkat lunak, analisis data, keamanan cyber, manajemen teknologi informasi, dan berbagai bidang lainnya yang memanfaatkan teknologi informasi.","1. Pemrograman Dasar
2. Sistem Basis Data
3. Jaringan Komputer
4. Sistem Operasi
5. Analisis dan Desain Sistem
6. Keamanan Informasi
7. Pengembangan Aplikasi
8. Komunikasi Data
9. Manajemen Proyek TI
10. Algoritma dan Struktur Data",0.7,0.4,0.3,0.1,0.1,0.1,0.9,0.4,0.2,0.1,0.2,0.1,0.1,0.2,0.3,0.1,0.1,8
TEKNIK LINGKUNGAN,9014,"TEKNIK LINGKUNGAN adalah jurusan kuliah yang mempelajari tentang cara-cara untuk merancang, mengembangkan, dan membantu melestarikan lingkungan hidup. Para mahasiswa jurusan ini akan mempelajari berbagai aspek teknis dalam pengelolaan lingkungan, seperti pengelolaan limbah, konservasi sumber daya alam, remediasi lingkungan, dan pembangunan berkelanjutan. Mereka juga akan mempelajari tentang kebijakan lingkungan, evaluasi dampak lingkungan, dan teknologi terbaru dalam bidang perlindungan lingkungan. Jurusan TEKNIK LINGKUNGAN mempersiapkan mahasiswa untuk menjadi ahli teknik yang dapat berkontribusi dalam pelestarian lingkungan hidup untuk generasi mendatang.","1. Pencemaran Lingkungan
2. Konservasi Sumber Daya Alam
3. Pengelolaan Limbah
4. Bioremediasi
5. Analisis Lingkungan
6. Kualitas Udara dan Air
7. Teknologi Lingkungan
8. Manajemen Lingkungan
9. Perencanaan Lingkungan
10. Hidrologi Lingkungan",0.4,0.4,0.3,0.2,0.3,0.2,0.1,0.3,0.1,0.0,0.1,0.9,0.2,0.2,0.2,0.2,0.2,13
BIMBINGAN DAN KONSELING,8596,"Bimbingan dan Konseling adalah jurusan kuliah yang fokus pada pengembangan keterampilan dan pengetahuan dalam membantu individu untuk mengatasi masalah, mengembangkan potensi, serta mencapai kesejahteraan psikologis dan sosial. Mahasiswa jurusan ini akan mempelajari berbagai teori dan teknik konseling, serta belajar untuk memahami dan mengelola berbagai masalah psikologis yang dialami individu. Mereka juga akan dilatih untuk memberikan bimbingan serta dukungan kepada individu, baik secara individu maupun kelompok, dalam berbagai konteks seperti pendidikan, karier, maupun bidang lainnya. Jurusan Bimbingan dan Konseling juga mempersiapkan mahasiswa untuk menjadi profesional yang dapat memberikan layanan konseling yang berkualitas dan membantu individu meningkatkan kualitas hidup mereka.","1. Teori dan Praktik Bimbingan
2. Psikologi Perkembangan
3. Konseling Keluarga
4. Konseling Pendidikan
5. Bimbingan Karir
6. Psikologi Klinis
7. Konseling Anak dan Remaja
8. Evaluasi Proses Bimbingan dan Konseling
9. Teori Konseling
10. Etika Profesi Bimbingan dan Konseling",0.2,0.1,0.2,0.4,0.1,0.1,0.1,0.1,0.2,0.1,0.7,0.1,0.1,0.1,0.4,0.2,0.1,11
ILMU PEMERINTAHAN,8130,"Jurusan Ilmu Pemerintahan adalah salah satu disiplin ilmu yang mempelajari tentang sistem pemerintahan, kebijakan publik, dan administrasi negara. Jurusan ini memberikan pemahaman mendalam tentang fungsi, peran, dan struktur pemerintahan dalam menjalankan tugasnya untuk mengatur masyarakat dan negara. Mahasiswa jurusan Ilmu Pemerintahan akan belajar tentang politik, hukum, ekonomi, serta sosiologi yang berkaitan dengan tata kelola pemerintahan. Mereka juga akan mempelajari keterampilan analisis kebijakan publik, manajemen administrasi negara, serta kemampuan untuk merumuskan dan mengimplementasikan kebijakan yang efektif dalam rangka mencapai tujuan pembangunan negara. Selain itu, jurusan ini juga menanamkan nilai-nilai moral dan etika yang dibutuhkan untuk menjadi seorang aparatur negara yang profesional dan bertanggung jawab. Dengan demikian, lulusan jurusan Ilmu Pemerintahan diharapkan mampu berkontribusi dalam membangun negara yang demokratis, transparan, dan bertanggung jawab terhadap kepentingan masyarakat.","1. Pemerintahan dan Kebijakan Publik
2. Teori Organisasi
3. Etika Pemerintahan
4. Hukum Administrasi Negara
5. Sistem Politik Indonesia
6. Evaluasi Kebijakan Publik
7. Administrasi Birokrasi
8. Manajemen Keuangan Negara
9. Kebijakan Publik Daerah
10. Kepemimpinan Organisasi",0.1,0.1,0.1,0.5,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.3,0.0,0.2,0.5,0.3,0.8,12
STATISTIKA,8027," Statistika adalah jurusan kuliah yang mempelajari suatu metode ilmiah untuk mengumpulkan, mengorganisir, menganalisis, menginterpretasi, dan mempresentasikan data. Jurusan ini mempelajari konsep-konsep matematika serta teknik-teknik statistik yang digunakan untuk mengambil keputusan berdasarkan data yang ada. Para mahasiswa jurusan ini akan mempelajari berbagai macam metode statistik untuk melakukan penelitian dan analisis data dalam berbagai bidang, mulai dari bisnis, ilmu sosial, hingga ilmu alam. Mereka juga akan mempelajari bagaimana menggunakan perangkat lunak dan teknologi terbaru untuk mengolah data secara efisien. Dengan kemampuan ini, lulusan jurusan Statistika memiliki peluang karir yang luas di berbagai industri dan sektor, sebagai ahli data, analis statistik, peneliti pasar, dan banyak lagi.","1. Statistika Matematika
2. Statistika Terapan
3. Analisis Data
4. Metode Penelitian
5. Probabilitas dan Statistika
6. Statistik Komputasi
7. Analisis Regresi
8. Metode Sampling
9. Statistika Parametrik
10. Statistika Nonparametrik",0.8,0.6,0.1,0.2,0.1,0.1,0.4,0.5,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.2,1
